Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,ArrDelay,DepDelay,Origin,Dest,delay,Meantemp,Meandewpoint,Meanhumidity,Meansealevelpre,Meanvisibility,Meanwindspeed,Rainfall,Cloudcover,Meantemp_arr,Meandewpoint_arr,Meanhumidity_arr,Meansealevelpre_arr,Meanvisibility_arr,Meanwindspeed_arr,Rainfall_arr,Cloudcover_arr,airport,city,state,country,lat,long,airport_arr,city_arr,state_arr,country_arr,lat_arr,long_arr
2008,4,15,2,1405,1515,WN,-2.0,1.0,MCI,LAS,0,12.0,-4.0,47.0,1023.0,16.0,34.0,0.00,0.0,22.0,-20.0,12.0,1007.0,16.0,31.0,0.00,2.0,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998
2008,11,3,1,1735,1830,MQ,2.0,-5.0,DFW,SHV,1,22.0,6.0,54.0,1021.0,16.0,20.0,0.00,1.0,17.0,7.0,63.0,1024.0,15.0,6.0,0.00,0.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,Shreveport Regional,Shreveport,LA,USA,32.446627500000005,-93.82559833
2008,11,3,1,1950,2154,US,-37.0,-2.0,PHL,MSP,0,12.0,3.0,72.0,1034.0,15.0,6.0,0.00,7.0,16.0,7.0,71.0,1015.0,15.0,19.0,0.00,1.0,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2008,2,25,1,1015,1205,DL,3.0,-1.0,ATL,BWI,1,12.0,4.0,66.0,1018.0,15.0,9.0,0.00,2.0,6.0,-3.0,64.0,1016.0,16.0,5.0,0.00,7.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
2008,5,12,1,1015,1105,WN,21.0,23.0,DAL,OKC,1,18.0,4.0,50.0,1016.0,16.0,14.0,0.00,5.0,17.0,4.0,54.0,1015.0,16.0,29.0,0.00,2.0,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222,Will Rogers World,Oklahoma City,OK,USA,35.39308833,-97.60073389
2008,2,15,5,945,1110,WN,7.0,1.0,MDW,MCI,1,-7.0,-19.0,59.0,1031.0,16.0,18.0,0.00,3.0,-6.0,-17.0,54.0,1033.0,16.0,12.0,0.00,2.0,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556
2008,3,18,2,615,845,AA,9.0,-3.0,ORF,DFW,1,9.0,-6.0,56.0,1033.0,16.0,13.0,0.00,4.0,17.0,8.0,77.0,1010.0,10.0,34.0,59.69,8.0,Norfolk International,Norfolk,VA,USA,36.89461111,-76.20122222,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,6,7,6,1335,1518,US,-16.0,-10.0,TPA,CLT,0,31.0,13.0,58.0,1022.0,16.0,10.0,0.00,2.0,29.0,17.0,56.0,1023.0,15.0,10.0,0.00,2.0,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,10,28,2,800,1020,US,-5.0,-4.0,BOS,CLT,0,8.0,0.0,79.0,1009.0,13.0,24.0,10.16,7.0,7.0,-6.0,56.0,1023.0,16.0,14.0,0.00,1.0,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,10,1,3,1614,1838,NW,-12.0,-6.0,ORD,DTW,0,13.0,3.0,66.0,1024.0,16.0,10.0,0.00,0.0,18.0,3.0,66.0,1012.0,16.0,8.0,0.00,6.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
2008,2,19,2,1040,1245,MQ,8.0,9.0,LGA,CLT,1,2.0,-14.0,42.0,1016.0,16.0,30.0,0.00,2.0,6.0,-8.0,46.0,1020.0,16.0,9.0,0.00,1.0,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,8,1,5,1031,1607,UA,-7.0,-4.0,DEN,MCO,0,27.0,-4.0,28.0,1012.0,,14.0,0.00,3.0,28.0,19.0,73.0,1017.0,16.0,10.0,2.54,5.0,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778
2008,5,11,7,600,841,DL,-8.0,-8.0,PHX,SLC,0,28.0,-13.0,17.0,1011.0,16.0,10.0,0.00,1.0,16.0,-9.0,31.0,1016.0,16.0,21.0,T,5.0,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2008,3,22,6,1345,1535,WN,-11.0,10.0,MDW,PHX,0,0.0,-11.0,77.0,1028.0,9.0,23.0,0.25,7.0,22.0,-12.0,28.0,1017.0,16.0,6.0,0.00,0.0,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,3,6,4,1620,1820,B6,-17.0,-7.0,JFK,ORD,0,4.0,-6.0,68.0,1025.0,16.0,12.0,0.00,5.0,-1.0,-14.0,64.0,1028.0,14.0,16.0,0.00,4.0,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,10,4,6,1255,1532,DL,-16.0,-5.0,PHX,SLC,0,26.0,5.0,42.0,1007.0,16.0,14.0,T,6.0,16.0,-1.0,56.0,1007.0,12.0,18.0,17.53,8.0,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2008,9,22,1,625,925,XE,7.0,0.0,MKE,EWR,1,18.0,15.0,89.0,1029.0,5.0,13.0,0.00,5.0,19.0,10.0,64.0,1030.0,16.0,18.0,0.00,3.0,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056
2008,5,28,3,855,1040,AA,11.0,-3.0,LGA,STL,1,16.0,-2.0,42.0,1024.0,16.0,18.0,0.00,3.0,17.0,7.0,59.0,1025.0,14.0,11.0,T,4.0,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
2008,1,1,2,1219,1230,NW,10.0,4.0,DTW,MDW,1,-1.0,-4.0,84.0,1019.0,5.0,19.0,8.38,8.0,-9.0,-19.0,81.0,1030.0,5.0,24.0,0.00,8.0,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444
2008,5,12,1,1305,1537,OO,-11.0,-5.0,PSC,SLC,0,12.0,-2.0,44.0,1020.0,16.0,11.0,0.00,1.0,8.0,-4.0,58.0,1014.0,16.0,16.0,3.30,6.0,Tri-Cities,Pasco,WA,USA,46.26468028,-119.11902920000001,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2008,6,9,1,1149,1401,US,-7.0,-4.0,PHX,ABQ,0,33.0,-4.0,17.0,1008.0,16.0,6.0,0.00,0.0,22.0,-19.0,15.0,1012.0,16.0,12.0,0.00,0.0,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
2008,10,10,5,1120,1927,B6,-2.0,-2.0,LAS,JFK,0,19.0,-21.0,14.0,1002.0,16.0,21.0,0.00,0.0,19.0,-1.0,53.0,1026.0,16.0,8.0,0.00,2.0,McCarran International,Las Vegas,NV,USA,36.08036111,-115.15233329999998,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
2008,1,26,6,1212,1258,OO,20.0,1.0,PSP,LAX,1,12.0,1.0,62.0,1025.0,15.0,7.0,7.37,4.0,14.0,3.0,59.0,1023.0,15.0,15.0,9.14,5.0,Palm Springs International,Palm Springs,CA,USA,33.82921556,-116.5062531,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,11,16,7,1435,1542,DL,9.0,-2.0,ATL,JAX,1,6.0,-4.0,62.0,1023.0,16.0,18.0,0.00,1.0,10.0,0.0,65.0,1024.0,16.0,12.0,0.00,0.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
2008,10,7,2,630,1150,NW,-13.0,-4.0,PDX,MSP,0,13.0,3.0,68.0,1031.0,16.0,10.0,0.76,5.0,12.0,7.0,87.0,1016.0,8.0,13.0,23.62,7.0,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2008,6,10,2,1713,2052,UA,-32.0,-4.0,DEN,IAH,0,21.0,-12.0,18.0,1011.0,,19.0,0.00,1.0,27.0,20.0,73.0,1018.0,16.0,14.0,10.92,5.0,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,11,9,7,1850,605,AA,7.0,-4.0,HNL,DFW,1,27.0,17.0,61.0,1018.0,16.0,21.0,T,2.0,16.0,-4.0,40.0,1020.0,16.0,14.0,0.00,0.0,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,4,10,4,820,935,MQ,,,SHV,DFW,0,22.0,13.0,73.0,1007.0,14.0,20.0,2.54,8.0,23.0,-3.0,50.0,1007.0,14.0,25.0,19.05,5.0,Shreveport Regional,Shreveport,LA,USA,32.446627500000005,-93.82559833,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,3,1,6,1555,1725,WN,2.0,-1.0,SAN,SMF,1,,,,,,,,,12.0,1.0,67.0,1025.0,16.0,16.0,0.00,0.0,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567,Sacramento International,Sacramento,CA,USA,38.69542167,-121.5907669
2008,10,19,7,853,949,OO,-7.0,-4.0,LAX,SAN,0,17.0,12.0,80.0,1018.0,13.0,10.0,0.00,2.0,,,,,,,,,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,1,10,4,1230,1420,AA,,,DFW,SFO,0,12.0,-6.0,44.0,1016.0,16.0,23.0,0.00,1.0,9.0,7.0,90.0,1025.0,5.0,5.0,2.54,8.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,5,16,5,1329,1500,XE,190.0,194.0,PVD,EWR,1,12.0,7.0,80.0,1012.0,14.0,13.0,6.86,7.0,14.0,8.0,75.0,1012.0,7.0,21.0,17.53,8.0,Theodore F Green State,Providence,RI,USA,41.72399917,-71.42822111,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056
2008,5,30,5,1735,1957,XE,-33.0,-5.0,EWR,DTW,0,21.0,0.0,39.0,1020.0,16.0,12.0,0.00,4.0,22.0,6.0,65.0,1018.0,12.0,15.0,11.18,8.0,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
2008,4,30,3,1630,2005,AA,-15.0,-6.0,SLC,DFW,0,7.0,-8.0,49.0,1012.0,15.0,22.0,0.25,7.0,22.0,6.0,54.0,1012.0,16.0,38.0,0.00,4.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,9,19,5,1028,1115,YV,10.0,-8.0,ITO,HNL,1,,,,,,,,,26.0,18.0,65.0,1017.0,16.0,11.0,0.00,3.0,Hilo International,Hilo,HI,USA,19.72026306,-155.04847030000002,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998
2008,10,14,2,1556,1757,DL,0.0,-6.0,ATL,DTW,0,22.0,12.0,63.0,1027.0,16.0,9.0,0.00,2.0,15.0,4.0,60.0,1023.0,16.0,12.0,T,6.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
2008,2,19,2,2250,2353,CO,-14.0,-10.0,IAH,MSY,0,12.0,1.0,58.0,1027.0,16.0,8.0,0.00,4.0,12.0,-4.0,55.0,1028.0,16.0,5.0,0.00,4.0,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222,New Orleans International ,New Orleans,LA,USA,29.99338889,-90.25802778
2008,2,19,2,1125,1150,MQ,12.0,17.0,SDF,ORD,1,-2.0,-14.0,50.0,1022.0,16.0,21.0,T,4.0,-1.0,-17.0,61.0,1025.0,16.0,14.0,0.00,2.0,Louisville International-Standiford ,Louisville,KY,USA,38.17438889,-85.736,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,5,29,4,1735,1818,OO,-10.0,-4.0,LAX,SBA,0,18.0,7.0,59.0,1017.0,16.0,17.0,0.00,1.0,16.0,1.0,56.0,1017.0,16.0,7.0,0.00,0.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2008,9,17,3,850,1002,DL,-14.0,-7.0,ATL,JAX,0,19.0,15.0,82.0,1021.0,12.0,15.0,T,8.0,26.0,19.0,81.0,1017.0,13.0,9.0,17.27,7.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Jacksonville International,Jacksonville,FL,USA,30.49405556,-81.68786111
2008,9,28,7,2000,2207,XE,89.0,123.0,EWR,STL,1,21.0,17.0,86.0,1014.0,7.0,5.0,8.64,8.0,22.0,14.0,67.0,1020.0,14.0,5.0,0.00,1.0,Newark Intl,Newark,NJ,USA,40.69249722,-74.16866056,Lambert-St Louis International,St Louis,MO,USA,38.74768694,-90.35998972
2008,6,25,3,2035,2146,US,-9.0,-2.0,PIT,PHL,0,21.0,11.0,63.0,1024.0,15.0,8.0,0.00,6.0,24.0,12.0,51.0,1024.0,16.0,12.0,0.00,3.0,Pittsburgh International,Pittsburgh,PA,USA,40.49146583,-80.23287083,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2008,5,8,4,705,751,OO,-18.0,-11.0,LAX,SBA,0,17.0,9.0,67.0,1015.0,15.0,12.0,0.00,4.0,12.0,5.0,77.0,1015.0,14.0,6.0,0.00,1.0,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999,Santa Barbara Municipal,Santa Barbara,CA,USA,34.42621194,-119.8403733
2008,8,10,7,630,745,MQ,-9.0,-1.0,CMH,RDU,0,20.0,6.0,61.0,1013.0,15.0,13.0,0.00,3.0,25.0,15.0,65.0,1013.0,13.0,9.0,3.05,6.0,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278,Raleigh-Durham International,Raleigh,NC,USA,35.87763889,-78.78747222
2008,11,16,7,1235,1620,WN,-4.0,7.0,AUS,FLL,0,8.0,-7.0,49.0,1031.0,16.0,4.0,0.00,0.0,20.0,1.0,55.0,1021.0,16.0,20.0,0.00,1.0,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
2008,9,1,1,2059,2151,HA,-10.0,-6.0,HNL,ITO,0,28.0,16.0,57.0,1016.0,16.0,23.0,T,1.0,,,,,,,,,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998,Hilo International,Hilo,HI,USA,19.72026306,-155.04847030000002
2008,12,2,2,1410,1650,AA,12.0,16.0,IAD,LAX,1,2.0,-5.0,69.0,1025.0,16.0,5.0,0.00,3.0,14.0,10.0,84.0,1021.0,5.0,6.0,0.00,8.0,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,7,15,2,1730,1916,NW,7.0,15.0,DTW,LAX,1,21.0,11.0,61.0,1019.0,16.0,9.0,0.00,0.0,23.0,14.0,66.0,1016.0,16.0,14.0,0.00,2.0,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
2008,1,5,6,820,925,AA,-7.0,-5.0,DFW,SAT,0,20.0,9.0,61.0,1019.0,16.0,30.0,0.00,4.0,20.0,11.0,67.0,1022.0,11.0,15.0,T,4.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,San Antonio International,San Antonio,TX,USA,29.53369444,-98.46977778
2008,8,31,7,1050,1333,XE,-26.0,-10.0,MKE,IAH,0,24.0,13.0,62.0,1022.0,16.0,10.0,0.00,0.0,29.0,21.0,66.0,1013.0,14.0,6.0,0.00,3.0,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,8,15,5,615,752,NW,-13.0,-6.0,ATL,MSP,0,25.0,13.0,58.0,1016.0,15.0,9.0,0.00,5.0,22.0,8.0,63.0,1024.0,16.0,5.0,0.00,1.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Minneapolis-St Paul Intl,Minneapolis,MN,USA,44.88054694,-93.2169225
2008,1,1,2,1010,1226,AS,34.0,6.0,PDX,SAN,1,5.0,-6.0,49.0,1027.0,16.0,32.0,0.00,8.0,,,,,,,,,Portland Intl,Portland,OR,USA,45.58872222,-122.5975,San Diego International-Lindbergh ,San Diego,CA,USA,32.73355611,-117.1896567
2008,7,8,2,1524,1654,UA,87.0,73.0,DEN,SLC,1,22.0,6.0,53.0,1021.0,11.0,16.0,0.76,4.0,25.0,-8.0,26.0,1014.0,16.0,9.0,0.00,0.0,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731
2008,1,18,5,1114,1705,UA,32.0,-1.0,SEA,ORD,1,3.0,-2.0,73.0,1035.0,16.0,6.0,0.00,7.0,-9.0,-21.0,64.0,1034.0,13.0,19.0,0.00,4.0,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417
2008,4,29,2,1036,1118,HA,-2.0,-8.0,KOA,HNL,0,26.0,19.0,77.0,1020.0,16.0,11.0,0.00,4.0,27.0,17.0,60.0,1021.0,16.0,23.0,T,4.0,Kona International At Keahole,Kailua/Kona,HI,USA,19.73876583,-156.0456314,Honolulu International,Honolulu,HI,USA,21.31869111,-157.92240719999998
2008,7,24,4,1310,1440,XE,82.0,93.0,IAH,XNA,1,26.0,22.0,89.0,1016.0,13.0,13.0,14.48,7.0,26.0,20.0,75.0,1018.0,13.0,6.0,0.00,1.0,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,36.28186944,-94.30681111
2008,2,5,2,1910,2000,MQ,131.0,126.0,ORD,CMI,1,-6.0,-13.0,74.0,1022.0,7.0,27.0,0.00,7.0,7.0,1.0,98.0,1013.0,5.0,23.0,63.50,8.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
2008,12,3,3,1535,1907,AS,0.0,-4.0,SEA,DEN,0,8.0,1.0,77.0,1030.0,16.0,9.0,0.00,7.0,-4.0,-10.0,76.0,1027.0,11.0,21.0,0.00,8.0,Seattle-Tacoma Intl,Seattle,WA,USA,47.44898194,-122.30931310000001,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
2008,2,4,1,1250,1505,WN,-3.0,-1.0,IND,TPA,0,11.0,2.0,96.0,1015.0,3.0,14.0,0.25,8.0,23.0,14.0,74.0,1024.0,14.0,6.0,0.00,2.0,Indianapolis International,Indianapolis,IN,USA,39.71732917,-86.29438417,Tampa International ,Tampa,FL,USA,27.97547222,-82.53325
2008,8,6,3,1720,2025,DL,16.0,17.0,ORD,ATL,1,22.0,16.0,74.0,1023.0,16.0,5.0,0.00,3.0,29.0,19.0,62.0,1019.0,15.0,12.0,0.00,1.0,Chicago O'Hare International,Chicago,IL,USA,41.979595,-87.90446417,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,8,16,6,1448,1810,DL,23.0,44.0,FLL,JFK,1,31.0,22.0,66.0,1018.0,16.0,13.0,0.00,2.0,23.0,8.0,59.0,1016.0,14.0,10.0,0.00,3.0,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556
2008,2,15,5,1435,2023,US,10.0,9.0,PHX,CLT,1,11.0,-5.0,60.0,1018.0,16.0,10.0,1.78,7.0,8.0,-3.0,52.0,1026.0,16.0,6.0,0.00,6.0,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
2008,2,7,4,1430,1544,OH,-20.0,-10.0,JFK,BWI,0,7.0,-4.0,64.0,1015.0,15.0,18.0,1.02,6.0,8.0,-4.0,57.0,1015.0,16.0,17.0,0.00,5.0,John F Kennedy Intl,New York,NY,USA,40.63975111,-73.77892556,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
2008,12,3,3,1310,1633,B6,-16.0,6.0,BOS,FLL,0,4.0,-6.0,55.0,1024.0,16.0,13.0,0.00,0.0,17.0,3.0,54.0,1026.0,16.0,18.0,0.00,4.0,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
2008,12,18,4,1640,2248,DL,-8.0,16.0,SLC,PHL,0,-3.0,-9.0,75.0,1016.0,15.0,19.0,T,6.0,3.0,-2.0,76.0,1029.0,16.0,7.0,0.00,6.0,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083
2008,8,18,1,1917,1958,9E,-3.0,1.0,DTW,BNA,0,26.0,13.0,57.0,1015.0,16.0,14.0,0.00,4.0,26.0,9.0,48.0,1017.0,16.0,7.0,0.00,1.0,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
2008,12,13,6,1145,1440,XE,-4.0,-3.0,ELP,IAH,0,13.0,-4.0,39.0,1009.0,16.0,28.0,0.00,5.0,12.0,2.0,77.0,1023.0,16.0,14.0,0.25,6.0,El Paso International,El Paso,TX,USA,31.80666667,-106.37780559999999,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,5,19,1,1825,2105,AA,20.0,2.0,PHL,DFW,1,12.0,-1.0,53.0,1006.0,16.0,23.0,T,4.0,28.0,10.0,42.0,1009.0,16.0,21.0,0.00,0.0,Philadelphia Intl,Philadelphia,PA,USA,39.87195278,-75.24114083,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,11,23,7,1405,1545,AA,-15.0,-6.0,DFW,SFO,0,17.0,4.0,67.0,1025.0,16.0,18.0,0.00,7.0,13.0,7.0,74.0,1019.0,15.0,6.0,0.00,1.0,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433
2008,7,30,3,840,905,US,2.0,-9.0,AUS,PHX,1,30.0,18.0,61.0,1012.0,16.0,17.0,0.00,4.0,36.0,3.0,21.0,1012.0,16.0,11.0,0.00,2.0,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,9,3,3,835,930,WN,-6.0,-1.0,MCI,PHX,0,16.0,11.0,83.0,1021.0,13.0,24.0,14.73,8.0,34.0,10.0,33.0,1010.0,16.0,8.0,0.00,1.0,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556,Phoenix Sky Harbor International,Phoenix,AZ,USA,33.43416667,-112.00805559999999
2008,11,18,2,1048,1344,CO,22.0,38.0,ELP,IAH,1,12.0,-11.0,25.0,1030.0,16.0,7.0,0.00,1.0,14.0,5.0,65.0,1031.0,16.0,8.0,0.00,0.0,El Paso International,El Paso,TX,USA,31.80666667,-106.37780559999999,George Bush Intercontinental,Houston,TX,USA,29.98047222,-95.33972222
2008,11,22,6,1500,1608,OO,7.0,1.0,SLC,SUN,1,3.0,-7.0,64.0,1024.0,16.0,7.0,0.00,3.0,,,,,,,,,Salt Lake City Intl,Salt Lake City,UT,USA,40.78838778,-111.9777731,Friedman Memorial,Hailey,ID,USA,43.50484139,-114.29659029999999
2008,9,22,1,1227,1421,FL,3.0,6.0,ATL,DTW,1,23.0,11.0,59.0,1025.0,16.0,14.0,0.00,1.0,18.0,7.0,66.0,1031.0,12.0,8.0,0.00,3.0,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
2008,8,31,7,1122,1230,OO,-18.0,-9.0,AUS,DEN,0,28.0,18.0,68.0,1014.0,15.0,6.0,0.00,3.0,23.0,7.0,49.0,1008.0,11.0,21.0,0.51,4.0,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
2008,9,2,2,905,1105,AA,-12.0,-7.0,IAD,DFW,0,23.0,12.0,62.0,1021.0,16.0,5.0,0.00,0.0,31.0,19.0,57.0,1007.0,16.0,30.0,T,5.0,Washington Dulles International,Chantilly,VA,USA,38.94453194,-77.45580972,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
2008,10,30,4,700,900,DL,0.0,0.0,BWI,ATL,0,7.0,-4.0,57.0,1034.0,16.0,9.0,0.00,3.0,11.0,-3.0,47.0,1033.0,16.0,9.0,0.00,0.0,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
2008,3,14,5,2150,2315,WN,28.0,36.0,SFO,LAX,1,12.0,4.0,71.0,1023.0,16.0,17.0,1.27,6.0,16.0,-4.0,54.0,1019.0,15.0,17.0,0.00,4.0,San Francisco International,San Francisco,CA,USA,37.61900194,-122.3748433,Los Angeles International,Los Angeles,CA,USA,33.94253611,-118.40807439999999
